# Epoch (mjd);Azimuth (deg),Elevation (deg)
6.104375657363422215e+04;2.434069426709366724e+01;2.594558545652255788e+01
6.104375658166687936e+04;2.447105724955627082e+01;2.609227557826289257e+01
6.104375658748857677e+04;2.456055759543725969e+01;2.618098103631760765e+01
6.104375659343739972e+04;2.465188769967034688e+01;2.627041847387574336e+01
6.104375659925909713e+04;2.474164602307874716e+01;2.635774344992036688e+01
6.104375660520838574e+04;2.483381423801713339e+01;2.644721385230456434e+01
6.104375661099515855e+04;2.492438028009443940e+01;2.653475335573530103e+01
6.104375661694444716e+04;2.501755448324225384e+01;2.662459863485232603e+01
6.104375662295147777e+04;2.511225379811935454e+01;2.671576647547527728e+01
6.104375662872707471e+04;2.520408480389896155e+01;2.680375292359742545e+01
6.104375663475692272e+04;2.530032395359174302e+01;2.689579395512146220e+01
6.104375664060190320e+04;2.539256547737740277e+01;2.698370107447116695e+01
6.104375664649298415e+04;2.548921622421512012e+01;2.707557292771377533e+01
6.104375665237288922e+04;2.558466085173276383e+01;2.716596079936066488e+01
6.104375665819458663e+04;2.567993723201909262e+01;2.725586890817993435e+01
6.104375666401628405e+04;2.577527428379029573e+01;2.734570403901918922e+01
6.104375667002331465e+04;2.587466843230300739e+01;2.743908766718255166e+01
6.104375667586782947e+04;2.597191127125149634e+01;2.753005950024350668e+01
6.104375668174773455e+04;2.607026718291338696e+01;2.762179636256651705e+01
6.104375668766209856e+04;2.616975141567482410e+01;2.771432499126714433e+01
6.104375669342605397e+04;2.626720645122660613e+01;2.780468060426476384e+01
6.104375669940980151e+04;2.636905398912317011e+01;2.789875259806178320e+01
6.104375670521985739e+04;2.646862830367344444e+01;2.799048746470614191e+01
6.104375671098381281e+04;2.656786655476288672e+01;2.808161286657136557e+01
6.104375671704858541e+04;2.667288526173887320e+01;2.817767446443885149e+01
6.104375672292802483e+04;2.677524946958182994e+01;2.827115278146915500e+01
6.104375672869198024e+04;2.687657587932817194e+01;2.836326752900962589e+01
6.104375673472229391e+04;2.698270647961647484e+01;2.845944605762625557e+01
6.104375674056727439e+04;2.708503561962719886e+01;2.855183792802980847e+01
6.104375674641225487e+04;2.719084772742906253e+01;2.864713427338968899e+01
6.104375675243046135e+04;2.729905102942476347e+01;2.874421625853049278e+01
6.104375675822934136e+04;2.740380663846460152e+01;2.883789222840103506e+01
6.104375676408549771e+04;2.751034623752567398e+01;2.893283721627041416e+01
6.104375676987273619e+04;2.761613789683362796e+01;2.902681969569687936e+01
6.104375677585648373e+04;2.772607761352835354e+01;2.912410989973669118e+01
6.104375678160879761e+04;2.783275272004779666e+01;2.921820608245864292e+01
6.104375678759254515e+04;2.794412492212355303e+01;2.931609486055228686e+01
6.104375679337978363e+04;2.805235460312132290e+01;2.941100255944914466e+01
6.104375679921312258e+04;2.816230709621995487e+01;2.950698833797293474e+01
6.104375680510420352e+04;2.827418066536233709e+01;2.960424405732497277e+01
6.104375681092590094e+04;2.838518428518124992e+01;2.970051353695250285e+01
