elapsed time [s];abs. position error [km]
    0.000000000;    0.534542841
   10.000000000;    0.533873769
   20.000000000;    0.533204654
   30.000000000;    0.532535501
   40.000000000;    0.531866312
   50.000000000;    0.531197090
   60.000000000;    0.530527840
   70.000000000;    0.529858564
   80.000000000;    0.529189266
   90.000000000;    0.528519948
  100.000000000;    0.527850614
  110.000000000;    0.527181268
  120.000000000;    0.526511912
  130.000000000;    0.525842550
  140.000000000;    0.525173186
  150.000000000;    0.524503822
  160.000000000;    0.523834463
  170.000000000;    0.523165110
  180.000000000;    0.522495768
  190.000000000;    0.521826441
  200.000000000;    0.521157130
  210.000000000;    0.520487840
  220.000000000;    0.519818575
  230.000000000;    0.519149336
  240.000000000;    0.518480129
  250.000000000;    0.517810956
  260.000000000;    0.517141827
  270.000000000;    0.516472752
  280.000000000;    0.515803721
  290.000000000;    0.515134738
  300.000000000;    0.514465806
  310.000000000;    0.513796929
  320.000000000;    0.513128111
  330.000000000;    0.512459353
  340.000000000;    0.511790661
  350.000000000;    0.511122037
  360.000000000;    0.510453485
  370.000000000;    0.509785009
  380.000000000;    0.509116611
  390.000000000;    0.508448296
  400.000000000;    0.507780066
  410.000000000;    0.507111925
  420.000000000;    0.506443877
  430.000000000;    0.505775925
  440.000000000;    0.505108073
  450.000000000;    0.504440325
  460.000000000;    0.503772682
  470.000000000;    0.503105150
  480.000000000;    0.502437732
  490.000000000;    0.501770431
  500.000000000;    0.501103251
  510.000000000;    0.500436196
  520.000000000;    0.499769268
  530.000000000;    0.499102472
  540.000000000;    0.498435811
  550.000000000;    0.497769288
  560.000000000;    0.497102908
  570.000000000;    0.496436674
  580.000000000;    0.495770589
  590.000000000;    0.495104657
  600.000000000;    0.494438882
  610.000000000;    0.493773267
  620.000000000;    0.493107817
  630.000000000;    0.492442534
  640.000000000;    0.491777422
  650.000000000;    0.491112485
  660.000000000;    0.490447727
  670.000000000;    0.489783151
  680.000000000;    0.489118761
  690.000000000;    0.488454561
  700.000000000;    0.487790554
  710.000000000;    0.487126745
  720.000000000;    0.486463136
  730.000000000;    0.485799732
  740.000000000;    0.485136536
  750.000000000;    0.484473552
  760.000000000;    0.483810784
  770.000000000;    0.483148236
  780.000000000;    0.482485911
  790.000000000;    0.481823813
  800.000000000;    0.481161946
  810.000000000;    0.480500314
  820.000000000;    0.479838920
  830.000000000;    0.479177769
  840.000000000;    0.478516864
  850.000000000;    0.477856209
  860.000000000;    0.477195809
  870.000000000;    0.476535666
  880.000000000;    0.475875784
  890.000000000;    0.475216168
  900.000000000;    0.474556822
  910.000000000;    0.473897749
  920.000000000;    0.473238953
  930.000000000;    0.472580438
  940.000000000;    0.471922209
  950.000000000;    0.471264268
  960.000000000;    0.470606621
  970.000000000;    0.469949270
  980.000000000;    0.469292220
  990.000000000;    0.468635476
 1000.000000000;    0.467979040
 1010.000000000;    0.467322917
 1020.000000000;    0.466667111
 1030.000000000;    0.466011626
 1040.000000000;    0.465356466
 1050.000000000;    0.464701634
 1060.000000000;    0.464047136
 1070.000000000;    0.463392976
 1080.000000000;    0.462739156
 1090.000000000;    0.462085681
 1100.000000000;    0.461432556
 1110.000000000;    0.460779785
 1120.000000000;    0.460127371
 1130.000000000;    0.459475319
 1140.000000000;    0.458823632
 1150.000000000;    0.458172316
 1160.000000000;    0.457521364
 1170.000000000;    0.456870775
 1180.000000000;    0.456220567
 1190.000000000;    0.455570747
 1200.000000000;    0.454921317
 1210.000000000;    0.454272283
 1220.000000000;    0.453623648
 1230.000000000;    0.452975416
 1240.000000000;    0.452327593
 1250.000000000;    0.451680182
 1260.000000000;    0.451033187
 1270.000000000;    0.450386613
 1280.000000000;    0.449740465
 1290.000000000;    0.449094746
 1300.000000000;    0.448449461
 1310.000000000;    0.447804614
 1320.000000000;    0.447160210
 1330.000000000;    0.446516253
 1340.000000000;    0.445872748
 1350.000000000;    0.445229698
 1360.000000000;    0.444587108
 1370.000000000;    0.443944984
 1380.000000000;    0.443303328
 1390.000000000;    0.442662146
 1400.000000000;    0.442021442
 1410.000000000;    0.441381221
 1420.000000000;    0.440741487
 1430.000000000;    0.440102244
 1440.000000000;    0.439463498
 1450.000000000;    0.438825252
 1460.000000000;    0.438187511
 1470.000000000;    0.437550280
 1480.000000000;    0.436913564
 1490.000000000;    0.436277366
 1500.000000000;    0.435641692
 1510.000000000;    0.435006545
 1520.000000000;    0.434371932
 1530.000000000;    0.433737856
 1540.000000000;    0.433104322
 1550.000000000;    0.432471334
 1560.000000000;    0.431838898
 1570.000000000;    0.431207018
 1580.000000000;    0.430575698
 1590.000000000;    0.429944944
 1600.000000000;    0.429314760
 1610.000000000;    0.428685151
 1620.000000000;    0.428056121
 1630.000000000;    0.427427676
 1640.000000000;    0.426799819
 1650.000000000;    0.426172557
 1660.000000000;    0.425545893
 1670.000000000;    0.424919832
 1680.000000000;    0.424294380
 1690.000000000;    0.423669541
 1700.000000000;    0.423045319
 1710.000000000;    0.422421721
 1720.000000000;    0.421798750
 1730.000000000;    0.421176411
 1740.000000000;    0.420554710
 1750.000000000;    0.419933651
 1760.000000000;    0.419313239
 1770.000000000;    0.418693479
 1780.000000000;    0.418074376
 1790.000000000;    0.417455935
 1800.000000000;    0.416838160
 1810.000000000;    0.416221058
 1820.000000000;    0.415604632
 1830.000000000;    0.414988888
 1840.000000000;    0.414373831
 1850.000000000;    0.413759466
 1860.000000000;    0.413145797
 1870.000000000;    0.412532831
 1880.000000000;    0.411920571
 1890.000000000;    0.411309023
 1900.000000000;    0.410698192
 1910.000000000;    0.410088083
 1920.000000000;    0.409478701
 1930.000000000;    0.408870051
 1940.000000000;    0.408262139
 1950.000000000;    0.407654969
 1960.000000000;    0.407048547
 1970.000000000;    0.406442877
 1980.000000000;    0.405837966
 1990.000000000;    0.405233817
 2000.000000000;    0.404630437
 2010.000000000;    0.404027830
 2020.000000000;    0.403426001
 2030.000000000;    0.402824956
 2040.000000000;    0.402224701
 2050.000000000;    0.401625239
 2060.000000000;    0.401026591
 2070.000000000;    0.400428770
 2080.000000000;    0.399831759
 2090.000000000;    0.399235564
 2100.000000000;    0.398640189
 2110.000000000;    0.398045640
 2120.000000000;    0.397451922
 2130.000000000;    0.396859040
 2140.000000000;    0.396267000
 2150.000000000;    0.395675806
 2160.000000000;    0.395085465
 2170.000000000;    0.394495982
 2180.000000000;    0.393907361
 2190.000000000;    0.393319608
 2200.000000000;    0.392732728
 2210.000000000;    0.392146727
 2220.000000000;    0.391561611
 2230.000000000;    0.390977384
 2240.000000000;    0.390394051
 2250.000000000;    0.389811619
 2260.000000000;    0.389230092
 2270.000000000;    0.388649476
 2280.000000000;    0.388069777
 2290.000000000;    0.387490999
 2300.000000000;    0.386913149
 2310.000000000;    0.386336231
 2320.000000000;    0.385760251
 2330.000000000;    0.385185214
 2340.000000000;    0.384611127
 2350.000000000;    0.384037993
