# Epoch (mjd);Azimuth (deg),Elevation (deg)
6.104380012353002530e+04;2.126774600811251332e+02;2.610996115623945713e+01
6.104380013123858225e+04;2.127433750454582650e+02;2.622803147711935168e+01
6.104380013709473860e+04;2.127933762488570153e+02;2.629940643648071941e+01
6.104380014299746108e+04;2.128425696019359918e+02;2.636959017373665759e+01
6.104380014890064922e+04;2.128917597910135271e+02;2.643953646085807208e+01
6.104380015473398817e+04;2.129402382595446568e+02;2.650803559903489770e+01
6.104380016056732711e+04;2.129897608964696474e+02;2.657805549099540343e+01
6.104380016643512499e+04;2.130394735314859247e+02;2.664801190863011726e+01
6.104380017232620594e+04;2.130895813153908875e+02;2.671850294298431194e+01
6.104380017822939408e+04;2.131399394935818918e+02;2.678914640888078225e+01
6.104380018398170796e+04;2.131890703160723888e+02;2.685798146400265907e+01
6.104380018990724784e+04;2.132401713350876094e+02;2.692939226058545543e+01
6.104380019584489492e+04;2.132914369216850332e+02;2.700089048894718857e+01
6.104380020167823386e+04;2.133420414960155540e+02;2.707128173510573887e+01
6.104380020763869834e+04;2.133940461755113915e+02;2.714351669690459090e+01
6.104380021346086141e+04;2.134449531377754568e+02;2.721410384034242824e+01
6.104380021945625049e+04;2.134976322264065516e+02;2.728682712834587676e+01
6.104380022526630637e+04;2.135488854193304178e+02;2.735770571339429580e+01
6.104380023111128685e+04;2.136006656498628047e+02;2.742894127035228635e+01
6.104380023697908473e+04;2.136520995763959831e+02;2.749964991014090998e+01
6.104380024287016568e+04;2.137055187131268781e+02;2.757291875966964767e+01
6.104380024858802062e+04;2.137567934283279101e+02;2.764309043046406345e+01
6.104380025468771782e+04;2.138117014225829564e+02;2.771808114920887078e+01
6.104380026054387417e+04;2.138647717008314828e+02;2.779048964695022050e+01
6.104380026631947112e+04;2.139173698309768383e+02;2.786185629202950764e+01
6.104380027223383513e+04;2.139711392117753519e+02;2.793499958304823849e+01
6.104380027818265808e+04;2.140258114722074652e+02;2.800886675333561016e+01
6.104380028400482115e+04;2.140794868460117470e+02;2.808142061184027582e+01
6.104380028993036103e+04;2.141343357547923461e+02;2.815528494018872152e+01
6.104380029569431645e+04;2.141876366172068629e+02;2.822708500282118749e+01
6.104380030162032199e+04;2.142431313660374315e+02;2.830150832333851341e+01
6.104380030739591894e+04;2.142970227973046917e+02;2.837371073487449991e+01
6.104380031329864141e+04;2.143527686759983055e+02;2.844809877867987780e+01
6.104380031930567202e+04;2.144095163341945067e+02;2.852384875586886892e+01
6.104380032506962743e+04;2.144640866931936785e+02;2.859644541712668087e+01
6.104380033096070838e+04;2.145203570437020062e+02;2.867106332836904770e+01
6.104380033682850626e+04;2.145765516627331522e+02;2.874554509461800578e+01
6.104380034283553687e+04;2.146341888293931390e+02;2.882174041791389030e+01
6.104380034865723428e+04;2.146905507447839341e+02;2.889599967728562291e+01
