elapsed time [s];abs. position error [km]
    0.000000000;    0.080384322
   10.000000000;    0.080402085
   20.000000000;    0.080419444
   30.000000000;    0.080436398
   40.000000000;    0.080452945
   50.000000000;    0.080469083
   60.000000000;    0.080484811
   70.000000000;    0.080500126
   80.000000000;    0.080515027
   90.000000000;    0.080529510
  100.000000000;    0.080543575
  110.000000000;    0.080557217
  120.000000000;    0.080570435
  130.000000000;    0.080583226
  140.000000000;    0.080595588
  150.000000000;    0.080607516
  160.000000000;    0.080619009
  170.000000000;    0.080630064
  180.000000000;    0.080640677
  190.000000000;    0.080650845
  200.000000000;    0.080660566
  210.000000000;    0.080669836
  220.000000000;    0.080678652
  230.000000000;    0.080687011
  240.000000000;    0.080694910
  250.000000000;    0.080702345
  260.000000000;    0.080709314
  270.000000000;    0.080715814
  280.000000000;    0.080721841
  290.000000000;    0.080727394
  300.000000000;    0.080732377
  310.000000000;    0.080736771
  320.000000000;    0.080740682
  330.000000000;    0.080744109
  340.000000000;    0.080747052
  350.000000000;    0.080749510
  360.000000000;    0.080751483
  370.000000000;    0.080752972
  380.000000000;    0.080753976
  390.000000000;    0.080754496
  400.000000000;    0.080754532
  410.000000000;    0.080754084
  420.000000000;    0.080753154
  430.000000000;    0.080751741
  440.000000000;    0.080749847
  450.000000000;    0.080747472
  460.000000000;    0.080744618
  470.000000000;    0.080741285
  480.000000000;    0.080737475
  490.000000000;    0.080733189
  500.000000000;    0.080728428
  510.000000000;    0.080723193
  520.000000000;    0.080717486
  530.000000000;    0.080711308
  540.000000000;    0.080704660
  550.000000000;    0.080697543
  560.000000000;    0.080689960
  570.000000000;    0.080681911
  580.000000000;    0.080673398
  590.000000000;    0.080664421
  600.000000000;    0.080655062
  610.000000000;    0.080645338
  620.000000000;    0.080635153
  630.000000000;    0.080624508
  640.000000000;    0.080613402
  650.000000000;    0.080601832
  660.000000000;    0.080589800
  670.000000000;    0.080577303
  680.000000000;    0.080564339
  690.000000000;    0.080550909
  700.000000000;    0.080537010
  710.000000000;    0.080522642
  720.000000000;    0.080507801
  730.000000000;    0.080492487
  740.000000000;    0.080476698
  750.000000000;    0.080460432
  760.000000000;    0.080443688
  770.000000000;    0.080426463
  780.000000000;    0.080408755
  790.000000000;    0.080390563
  800.000000000;    0.080371884
  810.000000000;    0.080352717
  820.000000000;    0.080333059
  830.000000000;    0.080312909
  840.000000000;    0.080292263
  850.000000000;    0.080271121
  860.000000000;    0.080249481
  870.000000000;    0.080227339
  880.000000000;    0.080204695
  890.000000000;    0.080181547
  900.000000000;    0.080157825
  910.000000000;    0.080133515
  920.000000000;    0.080108696
  930.000000000;    0.080083367
  940.000000000;    0.080057529
  950.000000000;    0.080031181
  960.000000000;    0.080004323
  970.000000000;    0.079976955
  980.000000000;    0.079949078
  990.000000000;    0.079920693
 1000.000000000;    0.079891799
 1010.000000000;    0.079862397
 1020.000000000;    0.079832487
 1030.000000000;    0.079802071
 1040.000000000;    0.079771149
 1050.000000000;    0.079739722
 1060.000000000;    0.079707791
 1070.000000000;    0.079675356
 1080.000000000;    0.079642419
 1090.000000000;    0.079608981
 1100.000000000;    0.079575042
 1110.000000000;    0.079540605
 1120.000000000;    0.079505669
 1130.000000000;    0.079470236
 1140.000000000;    0.079434308
 1150.000000000;    0.079397885
 1160.000000000;    0.079360968
 1170.000000000;    0.079323559
 1180.000000000;    0.079285659
 1190.000000000;    0.079247269
 1200.000000000;    0.079208430
 1210.000000000;    0.079169149
 1220.000000000;    0.079129382
 1230.000000000;    0.079089127
 1240.000000000;    0.079048386
 1250.000000000;    0.079007158
 1260.000000000;    0.078965443
 1270.000000000;    0.078923242
 1280.000000000;    0.078880554
 1290.000000000;    0.078837379
 1300.000000000;    0.078793716
 1310.000000000;    0.078749567
 1320.000000000;    0.078704929
 1330.000000000;    0.078659804
 1340.000000000;    0.078614191
 1350.000000000;    0.078568089
 1360.000000000;    0.078521498
 1370.000000000;    0.078474417
 1380.000000000;    0.078426847
 1390.000000000;    0.078378786
 1400.000000000;    0.078330234
 1410.000000000;    0.078281190
 1420.000000000;    0.078231654
 1430.000000000;    0.078181626
 1440.000000000;    0.078131105
 1450.000000000;    0.078080090
 1460.000000000;    0.078028581
 1470.000000000;    0.077976577
 1480.000000000;    0.077924078
 1490.000000000;    0.077871083
 1500.000000000;    0.077817558
 1510.000000000;    0.077763498
