elapsed time [s];abs. position error [km]
    0.000000000;    0.257896926
   10.000000000;    0.257369319
   20.000000000;    0.256890647
   30.000000000;    0.256459315
   40.000000000;    0.256075157
   50.000000000;    0.255738019
   60.000000000;    0.255447725
   70.000000000;    0.255204071
   80.000000000;    0.255006834
   90.000000000;    0.254855766
  100.000000000;    0.254750603
  110.000000000;    0.254691065
  120.000000000;    0.254676855
  130.000000000;    0.254707669
  140.000000000;    0.254783188
  150.000000000;    0.254903090
  160.000000000;    0.255067041
  170.000000000;    0.255274700
  180.000000000;    0.255525720
  190.000000000;    0.255819739
  200.000000000;    0.256156780
  210.000000000;    0.256536145
  220.000000000;    0.256957413
  230.000000000;    0.257420148
  240.000000000;    0.257923894
  250.000000000;    0.258468175
  260.000000000;    0.259052493
  270.000000000;    0.259676331
  280.000000000;    0.260339154
  290.000000000;    0.261040410
  300.000000000;    0.261779536
  310.000000000;    0.262555951
  320.000000000;    0.263369067
  330.000000000;    0.264218283
  340.000000000;    0.265102992
  350.000000000;    0.266022577
  360.000000000;    0.266976419
  370.000000000;    0.267963891
  380.000000000;    0.268982096
  390.000000000;    0.270032567
  400.000000000;    0.271114802
  410.000000000;    0.272228246
  420.000000000;    0.273372353
  430.000000000;    0.274546580
  440.000000000;    0.275750395
  450.000000000;    0.276983269
  460.000000000;    0.278244683
  470.000000000;    0.279534120
  480.000000000;    0.280851066
  490.000000000;    0.282195011
  500.000000000;    0.283565444
  510.000000000;    0.284961855
  520.000000000;    0.286383733
  530.000000000;    0.287830565
  540.000000000;    0.289301835
  550.000000000;    0.290797027
  560.000000000;    0.292318267
  570.000000000;    0.293862466
  580.000000000;    0.295428965
  590.000000000;    0.297017186
  600.000000000;    0.298626563
  610.000000000;    0.300256545
  620.000000000;    0.301906603
  630.000000000;    0.303576234
  640.000000000;    0.305264968
  650.000000000;    0.306972363
  660.000000000;    0.308698016
  670.000000000;    0.310441557
  680.000000000;    0.312202648
  690.000000000;    0.313980987
  700.000000000;    0.315776301
  710.000000000;    0.317588342
  720.000000000;    0.319416889
  730.000000000;    0.321261740
  740.000000000;    0.323118591
  750.000000000;    0.324991331
  760.000000000;    0.326880021
  770.000000000;    0.328784607
  780.000000000;    0.330705024
  790.000000000;    0.332641185
  800.000000000;    0.334592971
  810.000000000;    0.336560215
  820.000000000;    0.338542701
  830.000000000;    0.340540151
  840.000000000;    0.342552228
  850.000000000;    0.344578534
  860.000000000;    0.346618623
  870.000000000;    0.348672009
  880.000000000;    0.350738185
  890.000000000;    0.352816639
  900.000000000;    0.354906873
  910.000000000;    0.357008423
  920.000000000;    0.359120646
  930.000000000;    0.361243214
  940.000000000;    0.363375831
  950.000000000;    0.365518259
  960.000000000;    0.367670316
  970.000000000;    0.369831864
  980.000000000;    0.372002796
  990.000000000;    0.374183019
 1000.000000000;    0.376372447
 1010.000000000;    0.378570988
 1020.000000000;    0.380778538
 1030.000000000;    0.382994979
 1040.000000000;    0.385220179
 1050.000000000;    0.387453996
 1060.000000000;    0.389696281
 1070.000000000;    0.391946883
 1080.000000000;    0.394205654
 1090.000000000;    0.396472455
 1100.000000000;    0.398751950
 1110.000000000;    0.401039382
 1120.000000000;    0.403334379
 1130.000000000;    0.405636709
 1140.000000000;    0.407946154
 1150.000000000;    0.410262507
 1160.000000000;    0.412585578
 1170.000000000;    0.414915192
 1180.000000000;    0.417251195
 1190.000000000;    0.419593448
 1200.000000000;    0.421941831
 1210.000000000;    0.424296235
 1220.000000000;    0.426656567
 1230.000000000;    0.429022740
 1240.000000000;    0.431394674
 1250.000000000;    0.433772292
 1260.000000000;    0.436155516
 1270.000000000;    0.438544273
 1280.000000000;    0.440938795
