# Epoch (mjd);Azimuth (deg),Elevation (deg)
6.104978242447930825e+04;2.690808226000522154e+02;2.611237787688198964e+01
6.104978243048633885e+04;2.691576700275521148e+02;2.623588818882029372e+01
6.104978243636577827e+04;2.692318088253757082e+02;2.634464572416658612e+01
6.104978244221075875e+04;2.693058688334867270e+02;2.645101285605826291e+01
6.104978244811348122e+04;2.693808681569585133e+02;2.655845130629057849e+01
6.104978245401620370e+04;2.694572494578815167e+02;2.666742606824569961e+01
6.104978245996549231e+04;2.695331113834462258e+02;2.677521305303405086e+01
6.104978246576390666e+04;2.696083780219558435e+02;2.688206611924227474e+01
6.104978247167827067e+04;2.696854159747679205e+02;2.699096063822826252e+01
6.104978247752325115e+04;2.697626753532234716e+02;2.709984940219697336e+01
6.104978248340269056e+04;2.698407822421197011e+02;2.720958258969079679e+01
6.104978248928259563e+04;2.699192786660048000e+02;2.731965326052760190e+01
6.104978249505772692e+04;2.699992942085966661e+02;2.743126394281256708e+01
6.104978250108804059e+04;2.700790351767193442e+02;2.754245166783920240e+01
6.104978250700240460e+04;2.701597303027603516e+02;2.765447226380453571e+01
6.104978251280081895e+04;2.702417309860732075e+02;2.776793013965713897e+01
6.104978251870354143e+04;2.703237010415214741e+02;2.788104108497700651e+01
6.104978252471057203e+04;2.704056098510629909e+02;2.799372309356543909e+01
6.104978253049781051e+04;2.704891981060332000e+02;2.810819110561749312e+01
6.104978253645827499e+04;2.705716106700250521e+02;2.822099327920463807e+01
6.104978254234935594e+04;2.706558171316459607e+02;2.833569581168706009e+01
6.104978254811331135e+04;2.707412678870267086e+02;2.845167357462982949e+01
6.104978255412034196e+04;2.708261457239021865e+02;2.856652663309632345e+01
6.104978255995368090e+04;2.709116647345158526e+02;2.868192872562073603e+01
6.104978256586804491e+04;2.709989088267217312e+02;2.879910538342844362e+01
6.104978257173630846e+04;2.710853511294591272e+02;2.891502597304171829e+01
6.104978257762738940e+04;2.711741981842891960e+02;2.903372393761028292e+01
6.104978258344908681e+04;2.712619528982666566e+02;2.915052605327546686e+01
6.104978258939837542e+04;2.713524177055331847e+02;2.927047726675861483e+01
6.104978259516186517e+04;2.714432104211175556e+02;2.939047996079133185e+01
6.104978260111115378e+04;2.715328574259504535e+02;2.950861263276093993e+01
6.104978260697895166e+04;2.716241913728987925e+02;2.962857151549915358e+01
6.104978261276619014e+04;2.717172578887742702e+02;2.975030219593479330e+01
6.104978261877322075e+04;2.718099727102606380e+02;2.987120655342581799e+01
6.104978262461820123e+04;2.719031448547773380e+02;2.999214032097080107e+01
6.104978263045154017e+04;2.719968053858642065e+02;3.011350701740288116e+01
6.104978263633097959e+04;2.720920912486266730e+02;3.023633086298012529e+01
6.104978264216431853e+04;2.721873840384166670e+02;3.035869622485160590e+01
6.104978264800929901e+04;2.722836305553084912e+02;3.048187082716968277e+01
6.104978265396976349e+04;2.723816938111964419e+02;3.060714445244407855e+01
6.104978265972207737e+04;2.724814964546876013e+02;3.073377689558445525e+01
6.104978266569464904e+04;2.725794892698996250e+02;3.085792573482272516e+01
6.104978267166675505e+04;2.726811533769405287e+02;3.098611003933031682e+01
6.104978267750009400e+04;2.727811217425544328e+02;3.111169994143200412e+01
6.104978268343727541e+04;2.728839213541862136e+02;3.124015861325542431e+01
6.104978268930553895e+04;2.729859493450546211e+02;3.136742517609200220e+01
6.104978269513887790e+04;2.730886173849675629e+02;3.149480977168192197e+01
6.104978270100714144e+04;2.731926053910800647e+02;3.162346504289043381e+01
6.104978270695596439e+04;2.732991648429089082e+02;3.175460309304812156e+01
6.104978271281258640e+04;2.734045478505449864e+02;3.188397996627912434e+01
6.104978271858818334e+04;2.735125326902982579e+02;3.201582435802070137e+01
6.104978272459474829e+04;2.736197455674451930e+02;3.214635073956278433e+01
6.104978273048629489e+04;2.737288502084810489e+02;3.227846205632161514e+01
6.104978273634245124e+04;2.738380682893555331e+02;3.241027327188021445e+01
6.104978274224517372e+04;2.739489720741865426e+02;3.254350178404828142e+01
6.104978274810179573e+04;2.740600501403887392e+02;3.267639675552046441e+01
6.104978275391185161e+04;2.741741038998227395e+02;3.281223693441167200e+01
6.104978275986114022e+04;2.742861944269952232e+02;3.294517104775950145e+01
6.104978276575222117e+04;2.744009093429393147e+02;3.308058141442961642e+01
6.104978277157391858e+04;2.745181646445354318e+02;3.321838421367420580e+01
6.104978277748828259e+04;2.746325406301123735e+02;3.335219149385783766e+01
6.104978278329880413e+04;2.747518156735789034e+02;3.349121164321508104e+01
6.104978278922434401e+04;2.748709286935378486e+02;3.362938067209712045e+01
6.104978279510424909e+04;2.749905667838482373e+02;3.376758890378776101e+01
6.104978280108799663e+04;2.751105538044756145e+02;3.390529082668078331e+01
6.104978280692133558e+04;2.752313408313023615e+02;3.404348484071880421e+01
6.104978281285898265e+04;2.753556289893363100e+02;3.418478118263770682e+01
6.104978281869232160e+04;2.754785266278946096e+02;3.432414111243994626e+01
6.104978282459504408e+04;2.756040094828383644e+02;3.446562078883253122e+01
6.104978283040509996e+04;2.757289027463602338e+02;3.460581195369253749e+01
6.104978283626172197e+04;2.758584724194585078e+02;3.475053540333443891e+01
6.104978284219890338e+04;2.759841346879736079e+02;3.489161259759222844e+01
6.104978284813655046e+04;2.761163228367316265e+02;3.503624612993730381e+01
6.104978285403927293e+04;2.762460921071282201e+02;3.517910368676864863e+01
6.104978285984932882e+04;2.763785603288395691e+02;3.532397419078070300e+01
6.104978286568266776e+04;2.765109120383797858e+02;3.546816348710727596e+01
6.104978287153928977e+04;2.766449249215976920e+02;3.561336796508138036e+01
6.104978287741919485e+04;2.767808965414106410e+02;3.575991840830692325e+01
6.104978288321760920e+04;2.769162626257231068e+02;3.590494765930607457e+01
