elapsed time [s];abs. position error [km]
    0.000000000;    0.306682981
   10.000000000;    0.304182064
   20.000000000;    0.301692794
   30.000000000;    0.299215610
   40.000000000;    0.296750981
   50.000000000;    0.294299378
   60.000000000;    0.291861280
   70.000000000;    0.289437172
   80.000000000;    0.287027543
   90.000000000;    0.284632889
  100.000000000;    0.282253709
  110.000000000;    0.279890510
  120.000000000;    0.277543801
  130.000000000;    0.275214098
  140.000000000;    0.272901918
  150.000000000;    0.270607784
  160.000000000;    0.268332223
  170.000000000;    0.266075763
  180.000000000;    0.263838935
  190.000000000;    0.261622922
  200.000000000;    0.259427702
  210.000000000;    0.257253705
  220.000000000;    0.255101447
  230.000000000;    0.252971444
  240.000000000;    0.250864211
  250.000000000;    0.248780262
  260.000000000;    0.246720110
  270.000000000;    0.244684268
  280.000000000;    0.242673247
  290.000000000;    0.240687555
  300.000000000;    0.238727700
  310.000000000;    0.236794187
  320.000000000;    0.234887518
  330.000000000;    0.233008194
  340.000000000;    0.231156711
  350.000000000;    0.229333563
  360.000000000;    0.227539240
  370.000000000;    0.225774076
  380.000000000;    0.224038678
  390.000000000;    0.222333549
  400.000000000;    0.220659164
  410.000000000;    0.219015994
  420.000000000;    0.217404503
  430.000000000;    0.215825148
  440.000000000;    0.214278381
  450.000000000;    0.212764642
  460.000000000;    0.211284364
  470.000000000;    0.209837971
  480.000000000;    0.208425875
  490.000000000;    0.207048477
  500.000000000;    0.205706166
  510.000000000;    0.204399316
  520.000000000;    0.203128289
  530.000000000;    0.201893428
  540.000000000;    0.200695063
  550.000000000;    0.199533675
  560.000000000;    0.198409409
  570.000000000;    0.197322509
  580.000000000;    0.196273220
  590.000000000;    0.195261766
  600.000000000;    0.194288347
  610.000000000;    0.193353141
  620.000000000;    0.192456297
  630.000000000;    0.191597941
  640.000000000;    0.190778173
  650.000000000;    0.189997062
  660.000000000;    0.189254651
  670.000000000;    0.188550953
  680.000000000;    0.187885950
  690.000000000;    0.187259596
  700.000000000;    0.186671810
  710.000000000;    0.186122483
  720.000000000;    0.185611472
  730.000000000;    0.185138317
  740.000000000;    0.184703064
  750.000000000;    0.184305521
  760.000000000;    0.183945419
  770.000000000;    0.183622461
  780.000000000;    0.183336311
  790.000000000;    0.183086603
  800.000000000;    0.182872936
  810.000000000;    0.182694877
  820.000000000;    0.182551958
  830.000000000;    0.182443681
  840.000000000;    0.182369514
  850.000000000;    0.182328897
